id;disaster_type;disaster_subtype;event_name;country;subregion;location;origin;magnitude;magnitude_scale;latitude;longitude;start_year;start_month;start_day;end_year;end_month;end_day;total_deaths;total_injured;total_homeless;total_affected;total_damage;summary;quote;sound_url;image_url
2009-0211-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Zongefifi village (Sialum area, Finschhafen district, Morobe province);Heavy rain;;;;;2009;5;26;2009;5;26;19;;;;;On May 26, 2009, mass movement (wet) occurred in Zongefifi village (Sialum area, Finschhafen district, Morobe province), Papua New Guinea, within the Melanesia subregion. It resulted in 19 deaths.;;;
2009-0357-PNG;Epidemic;Bacterial disease;Cholera;Papua New Guinea;Melanesia;Tewai-Siassi, Finschafen, Huon, Nawae, Kabwum, Lae, Wasu (Morobe province);;;;;;;;;;;;;;;;;;;;
2009-0358-PNG;Epidemic;Bacterial disease;Dysentry;Papua New Guinea;Melanesia;Menyamya district (Morobe province);;;;;;;;;;;;;;;;;;;;
2009-0369-PNG;Epidemic;Viral disease;Influenza;Papua New Guinea;Melanesia;Menyamya;;;Vaccinated;;;2009;9;11;2009;12;18;62;;;4917;;On September 11, 2009, epidemic occurred in Menyamya, Papua New Guinea, within the Melanesia subregion. It resulted in 62 deaths.;;;
2009-0420-ASM;Earthquake;Tsunami;;American Samoa;Polynesia;Pago Pago, Tula villages;;8.1;Moment Magnitude;-15.489;-172.095;2009;9;29;2009;9;29;34;;;2500;;On September 29, 2009, a magnitude 8.1 Moment Magnitude earthquake occurred in Pago Pago, Tula villages, American Samoa, within the Polynesia subregion. It resulted in 34 deaths.;;;
2009-0420-TON;Earthquake;Tsunami;;Tonga;Polynesia;Niuatoputapu island (Administrative unit not available province);;8.1;Moment Magnitude;-15.489;-172.095;2009;9;29;2009;9;29;9;7;;507;13891;On September 29, 2009, a magnitude 8.1 Moment Magnitude earthquake occurred in Niuatoputapu island (Administrative unit not available province), Tonga, within the Polynesia subregion. It resulted in 9 deaths, and 7 injuries.;;;
2009-0420-WSM;Earthquake;Tsunami;;Samoa;Polynesia;Administrative unit not available province;;8.1;Moment Magnitude;-15.489;-172.095;2009;9;29;2009;9;29;148;310;;5584;181367;On September 29, 2009, a magnitude 8.1 Moment Magnitude earthquake occurred in Administrative unit not available province, Samoa, within the Polynesia subregion. It resulted in 148 deaths, and 310 injuries.;;;
2009-0553-VUT;Volcanic activity;Ash fall;Mt. Garet;Vanuatu;Melanesia;Gaua island (Torba province);;;;;;2009;11;26;2009;11;26;;;;400;;On November 26, 2009, volcanic activity occurred in Gaua island (Torba province), Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2009-0554-FJI;Storm;Tropical cyclone;Cyclone 'Mick';Fiji;Melanesia;Central, Western provinces;;100;Kph;;;2009;12;14;2009;12;15;2;;;3845;19447;On December 14, 2009, a magnitude 100 Kph storm occurred in Central, Western provinces, Fiji, within the Melanesia subregion. It resulted in 2 deaths.;;;
2010-0003-SLB;Earthquake;Ground movement;;Solomon Islands;Melanesia;Administrative unit not available;;7.1;Moment Magnitude;-8.783;157.354;2010;1;3;2010;1;3;;1;;1126;;On January 3, 2010, a magnitude 7.1 Moment Magnitude earthquake occurred in Administrative unit not available, Solomon Islands, within the Melanesia subregion. It resulted in 1 injuries.;;;
2010-0044-PYF;Storm;Tropical cyclone;"Cyclone ""Oli""";French Polynesia;Polynesia;Tubuai island (Australes archipelagos), Bora Bora, Maupiti, Raiatea, Tahaa, Huahine islands (Iles sous le Vent group), Tahiti, Moorea, Maiao island (Iles du vent group);;260;Kph;;;2010;2;4;2010;2;4;1;11;;3411;15824;On February 4, 2010, a magnitude 260 Kph storm occurred in Tubuai island (Australes archipelagos), Bora Bora, Maupiti, Raiatea, Tahaa, Huahine islands (Iles sous le Vent group), Tahiti, Moorea, Maiao island (Iles du vent group), French Polynesia, within the Polynesia subregion. It resulted in 1 deaths, and 11 injuries.;;;
2010-0054-SLB;Flood;Riverine flood;;Solomon Islands;Melanesia;Guadalcanal, Isabel, Makira, Malaita Islands areas;Tropical Depression;;Km2;;;2010;1;21;2010;2;9;2;1;;16017;;On January 21, 2010, flood occurred in Guadalcanal, Isabel, Makira, Malaita Islands areas, Solomon Islands, within the Melanesia subregion. It resulted in 2 deaths, and 1 injuries.;;;
2010-0078-COK;Storm;Tropical cyclone;Pat;Cook Islands;Polynesia;Aitutaki, Rarotonga, Palmerston islands;;200;Kph;;;2010;2;11;2010;2;19;;8;;2202;;On February 11, 2010, a magnitude 200 Kph storm occurred in Aitutaki, Rarotonga, Palmerston islands, Cook Islands, within the Polynesia subregion. It resulted in 8 injuries.;;;
2010-0106-FJI;Storm;Tropical cyclone;"Cyclone ""Tomas""";Fiji;Melanesia;Central, Easter, Northern, Western provinces;;250;Kph;;;2010;3;14;2010;3;16;2;;;39101;56719;On March 14, 2010, a magnitude 250 Kph storm occurred in Central, Easter, Northern, Western provinces, Fiji, within the Melanesia subregion. It resulted in 2 deaths.;;;
2010-0120-SLB;Storm;Tropical cyclone;"Cyclone ""Ului""";Solomon Islands;Melanesia;Isabel, Malaita, Guadalcanal, Temotu, Makira/Uluawa, Rennel/Bellona areas (Solomon Islands province);;;Kph;;;2010;3;15;2010;3;15;;;590;795;;On March 15, 2010, storm occurred in Isabel, Malaita, Guadalcanal, Temotu, Makira/Uluawa, Rennel/Bellona areas (Solomon Islands province), Solomon Islands, within the Melanesia subregion. It resulted in 590 people left homeless.;;;
2011-0070-PNG;Storm;Tropical cyclone;"Tropical Cyclone ""Yasi""";Papua New Guinea;Melanesia;Alotau district (Milne Bay province);;;Kph;;;2011;2;2;2011;2;2;;;;;;On February 2, 2011, storm occurred in Alotau district (Milne Bay province), Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2011-0070-SLB;Storm;Tropical cyclone;"Tropical Cyclone ""Yasi""";Solomon Islands;Melanesia;Solomon Islands province;;;Kph;;;2011;2;2;2011;2;2;;;;;;On February 2, 2011, storm occurred in Solomon Islands province, Solomon Islands, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2011-0070-VUT;Storm;Tropical cyclone;"Tropical Cyclone ""Yasi""";Vanuatu;Melanesia;Banks, Torres Island areas (Torba province);;;Kph;;;2011;1;30;2011;1;31;;;;;;On January 30, 2011, storm occurred in Banks, Torres Island areas (Torba province), Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2011-0071-VUT;Storm;Tropical cyclone;"Tropical cyclone ""Vania""";Vanuatu;Melanesia;Tafea province;;;Kph;;;2011;1;12;2011;1;13;;;;32000;;On January 12, 2011, storm occurred in Tafea province, Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2011-0091-TON;Storm;Tropical cyclone;Tropical cyclone Wilma;Tonga;Polynesia;Ha'apai island (Tonga province);;;Kph;;;2011;1;25;2011;1;29;3;;;7600;4184;On January 25, 2011, storm occurred in Ha'apai island (Tonga province), Tonga, within the Polynesia subregion. It resulted in 3 deaths.;;;
2011-9390-TUV;Drought;Drought;;Tuvalu;Polynesia;Nukulaelae Isl. Funati Islands;La Nina;;Km2;;;2011;9;;2011;;;;;;;;On 2011, drought occurred in Nukulaelae Isl. Funati Islands, Tuvalu, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2012-0024-FJI;Flood;Riverine flood;;Fiji;Melanesia;Western province;Heavy rains, TRopical depression;;Km2;-17.784;178.08;2012;1;22;2012;2;6;10;;;4561;23227;On January 22, 2012, flood occurred in Western province, Fiji, within the Melanesia subregion. It resulted in 10 deaths.;;;
2012-0052-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Tumbi village (Tari district, Southern Highlands province);;;;;;2012;1;24;2012;1;24;60;;;;;On January 24, 2012, mass movement (wet) occurred in Tumbi village (Tari district, Southern Highlands province), Papua New Guinea, within the Melanesia subregion. It resulted in 60 deaths.;;;
2012-0069-FJI;Flood;Riverine flood;;Fiji;Melanesia;Western province;Heavy rains, tropical depression TD17F-2012;;Km2;-17.798;178.02;2012;3;29;2012;3;30;5;;;14984;98372;On March 29, 2012, flood occurred in Western province, Fiji, within the Melanesia subregion. It resulted in 5 deaths.;;;
2012-0242-SLB;Flood;Flash flood;;Solomon Islands;Melanesia;Makira-Ulawa area;;;Km2;;;2012;2;1;2012;6;3;;;;4836;;On February 1, 2012, flood occurred in Makira-Ulawa area, Solomon Islands, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2012-0349-PNG;Flood;Riverine flood;;Papua New Guinea;Melanesia;Southern Highlands province;Heavy rains;;Km2;;;2012;9;1;2012;9;20;5;;;200000;36889;On September 1, 2012, flood occurred in Southern Highlands province, Papua New Guinea, within the Melanesia subregion. It resulted in 5 deaths.;;;
2012-0498-FJI;Storm;Tropical cyclone;Cyclone Evan;Fiji;Melanesia;Bua, Macuata, Cakaudrove districts (Northern province), Ba, Nadroga & Navosa, Ra districts (Western province);;;Kph;;;2012;12;16;2012;12;18;2;;;8400;11477;On December 16, 2012, storm occurred in Bua, Macuata, Cakaudrove districts (Northern province), Ba, Nadroga & Navosa, Ra districts (Western province), Fiji, within the Melanesia subregion. It resulted in 2 deaths.;;;
2012-0498-WSM;Storm;Tropical cyclone;Cyclone Evan;Samoa;Polynesia;Samoa province;;;Kph;;;2012;12;13;2012;12;13;12;;;12703;181715;On December 13, 2012, storm occurred in Samoa province, Samoa, within the Polynesia subregion. It resulted in 12 deaths.;;;
2012-0500-PLW;Storm;Tropical cyclone;Typhoon Bopha;Palau;Micronesia;Angaur, Peleliu, Babaldaob;;;Kph;;;2012;12;2;2012;12;2;;;1250;1250;;On December 2, 2012, storm occurred in Angaur, Peleliu, Babaldaob, Palau, within the Micronesia subregion. It resulted in 1250 people left homeless.;;;
2013-0028-PNG;Flood;Riverine flood;;Papua New Guinea;Melanesia;Yakamul, Paup, Afua villages (Aitape district, West Sepik province), Lae, Bulolo, Markham, Nawaeb, Menyamya villages (Lae district, Morobe province), Central, National Capital District, Western Highlands provinces;;;Km2;;;2013;1;;2013;1;;;;;35000;;On 2013, flood occurred in Yakamul, Paup, Afua villages (Aitape district, West Sepik province), Lae, Bulolo, Markham, Nawaeb, Menyamya villages (Lae district, Morobe province), Central, National Capital District, Western Highlands provinces, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2013-0029-SLB;Earthquake;Tsunami;;Solomon Islands;Melanesia;Santa Cruz islands (Temotu (Adminitrative unit not available) province);;8;Moment Magnitude;-10.799;165.114;2013;2;6;2013;2;6;10;;;3329;2693;On February 6, 2013, a magnitude 8 Moment Magnitude earthquake occurred in Santa Cruz islands (Temotu (Adminitrative unit not available) province), Solomon Islands, within the Melanesia subregion. It resulted in 10 deaths.;;;
2013-0420-SLB;Flood;Riverine flood;;Solomon Islands;Melanesia;Guadalcanal area;;;Km2;;;2013;8;29;2013;9;2;;;;10227;2693;On August 29, 2013, flood occurred in Guadalcanal area, Solomon Islands, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2013-0433-PLW;Storm;Tropical cyclone;Typhoon Haiyan (Yolanda);Palau;Micronesia;Ngercelong, Ngaraard, Ngardmau, Koror, Airai, Aimelick, Ngatpang, Ngiwal, Melekeok, Ngchesar, Ngeramlengu areas (Palau province);;160;Kph;;;2013;11;7;2013;11;7;;;;;;On November 7, 2013, a magnitude 160 Kph storm occurred in Ngercelong, Ngaraard, Ngardmau, Koror, Airai, Aimelick, Ngatpang, Ngiwal, Melekeok, Ngchesar, Ngeramlengu areas (Palau province), Palau, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2013-0509-SLB;Epidemic;Viral disease;Dengue;Solomon Islands;Melanesia;Guadalcanal, Gizo provinces;;;Vaccinated;;;2013;1;;2013;4;;8;;;6700;;On 2013, epidemic occurred in Guadalcanal, Gizo provinces, Solomon Islands, within the Melanesia subregion. It resulted in 8 deaths.;;;
2013-9150-MHL;Drought;Drought;;Marshall Islands;Micronesia;North of the capital Majuro, atolls/islands of Namu, Likiep and Mejit;Prolonged dry weather;;Km2;;;2013;5;;2013;5;;;;;6384;;On 2013, drought occurred in North of the capital Majuro, atolls/islands of Namu, Likiep and Mejit, Marshall Islands, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2014-0001-TON;Storm;Tropical cyclone;Ian;Tonga;Polynesia;Mo'unga'one, Ha'ano, Foa, Lifuka, Lofanga, Uiha islands (Ha'apai island group, Tonga province), Vava'u island group (Tonga province);;270;Kph;;;2014;1;6;2014;1;11;1;14;;4014;41077;On January 6, 2014, a magnitude 270 Kph storm occurred in Mo'unga'one, Ha'ano, Foa, Lifuka, Lofanga, Uiha islands (Ha'apai island group, Tonga province), Vava'u island group (Tonga province), Tonga, within the Polynesia subregion. It resulted in 1 deaths, and 14 injuries.;;;
2014-0091-SLB;Flood;Flash flood;;Solomon Islands;Melanesia;Honiara, Guadalcanal, Makira, Malaita, Isabel Islands areas;Prolonged heavy rainfall associated with a tropical depression;5480.75;Km2;-9.678;160.34;2014;4;1;2014;4;8;47;;;52000;31801;On April 1, 2014, a magnitude 5480.75 Km2 flood occurred in Honiara, Guadalcanal, Makira, Malaita, Isabel Islands areas, Solomon Islands, within the Melanesia subregion. It resulted in 47 deaths.;;;
2014-0096-VUT;Storm;Tropical cyclone;Tropical cylone Lusi;Vanuatu;Melanesia;Western Pentecost, East Ambae, Maewo areas (Penama province), Western Ambrym area (Malampa province), South Santo area (Sanma province), Gaua, Vanua Lava areas (Torba province), Shepherd area (Shefa province);;140;Kph;;;2014;3;9;2014;3;12;12;6;;20006;2650;On March 9, 2014, a magnitude 140 Kph storm occurred in Western Pentecost, East Ambae, Maewo areas (Penama province), Western Ambrym area (Malampa province), South Santo area (Sanma province), Gaua, Vanua Lava areas (Torba province), Shepherd area (Shefa province), Vanuatu, within the Melanesia subregion. It resulted in 12 deaths, and 6 injuries.;;;
2014-0097-KIR;Flood;Coastal flood;;Kiribati;Micronesia;Marakei island;;;Km2;;;2014;3;3;2014;3;3;;;;220;;On March 3, 2014, flood occurred in Marakei island, Kiribati, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2014-0097-MHL;Flood;Coastal flood;;Marshall Islands;Micronesia;Arno Majuro, Mili, Maloelap, Wotje Atolls, Kili Island;;34.84;Km2;7.30951;168.73;2014;3;3;2014;3;10;;;;360;;On March 3, 2014, a magnitude 34.84 Km2 flood occurred in Arno Majuro, Mili, Maloelap, Wotje Atolls, Kili Island, Marshall Islands, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2014-0405-PNG;Flood;Riverine flood;;Papua New Guinea;Melanesia;Gulf province;Heavy rains;;Km2;;;2014;6;;2014;7;;;;;27000;;On 2014, flood occurred in Gulf province, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2014-0410-PNG;Volcanic activity;Ash fall;Mt. Bagana;Papua New Guinea;Melanesia;Arawa, Buin, Sohano districts, Northern Solomons province;;;;;;2014;8;9;2014;8;9;;;;1380;;On August 9, 2014, volcanic activity occurred in Arawa, Buin, Sohano districts, Northern Solomons province, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2014-0423-PNG;Storm;Tropical cyclone;Cyclone Ita;Papua New Guinea;Melanesia;Milne Bay province;;;Kph;;;2014;4;7;2014;4;9;;;;12346;;On April 7, 2014, storm occurred in Milne Bay province, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2015-0093-KIR;Storm;Tropical cyclone;Cyclone 'Pam';Kiribati;Micronesia;Tarawa, Arorae, Tamana, Onotoa areas (Kiribati province);;;Kph;;;2015;3;12;2015;3;13;;;;1500;;On March 12, 2015, storm occurred in Tarawa, Arorae, Tamana, Onotoa areas (Kiribati province), Kiribati, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2015-0093-PNG;Storm;Tropical cyclone;Cyclone 'Pam';Papua New Guinea;Melanesia;West New Britain, Madang provinces;;;Kph;;;2015;3;13;2015;3;13;;;;9199;;On March 13, 2015, storm occurred in West New Britain, Madang provinces, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2015-0093-SLB;Storm;Tropical cyclone;Cyclone 'Pam';Solomon Islands;Melanesia;Temotu, Malaita areas (Solomon Islands province);;;Kph;;;2015;3;6;2015;3;6;;;;44096;;On March 6, 2015, storm occurred in Temotu, Malaita areas (Solomon Islands province), Solomon Islands, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2015-0093-TUV;Storm;Tropical cyclone;Cyclone 'Pam';Tuvalu;Polynesia;Nanumea, Nanumaga, Niutao, Nui, Vaitupu, Nukufetau, Nukulaelae atolls (Tuvalu province);;;Kph;;;2015;3;10;2015;3;11;;;;4613;;On March 10, 2015, storm occurred in Nanumea, Nanumaga, Niutao, Nui, Vaitupu, Nukufetau, Nukulaelae atolls (Tuvalu province), Tuvalu, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2015-0093-VUT;Storm;Tropical cyclone;Cyclone 'Pam';Vanuatu;Melanesia;Torba, Penama, Sanma, Malampa, Shefa, Tafea provinces;;250;Kph;;;2015;3;12;2015;3;14;11;;;188000;594775;On March 12, 2015, a magnitude 250 Kph storm occurred in Torba, Penama, Sanma, Malampa, Shefa, Tafea provinces, Vanuatu, within the Melanesia subregion. It resulted in 11 deaths.;;;
2015-0097-PNG;Flood;Flood (General);;Papua New Guinea;Melanesia;Central, Madang, Milne Bay, Morobe, National Capital District, Northern, Northern, Solomons, West New Britain provinces;Heavy rains, Tropical Cyclones Nathan and Pam;;Km2;;;2015;3;4;2015;3;18;;;;20000;;On March 4, 2015, flood occurred in Central, Madang, Milne Bay, Morobe, National Capital District, Northern, Northern, Solomons, West New Britain provinces, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2015-0105-FSM;Storm;Tropical cyclone;Typhoon' Maysak';Micronesia (Federated States of);Micronesia;Chuuk, Ulithi Atoll, Yap areas (Micronesia province);;260;Kph;;;2015;3;27;2015;3;30;5;;;35000;14558;On March 27, 2015, a magnitude 260 Kph storm occurred in Chuuk, Ulithi Atoll, Yap areas (Micronesia province), Micronesia (Federated States of), within the Micronesia subregion. It resulted in 5 deaths.;;;
2015-0281-SLB;Storm;Tropical cyclone;Tropical cylone Raquel;Solomon Islands;Melanesia;Solomon Islands province;;;Kph;;;2015;7;5;2015;7;6;9;;400;400;2647;On July 5, 2015, storm occurred in Solomon Islands province, Solomon Islands, within the Melanesia subregion. It resulted in 9 deaths, and 400 people left homeless.;;;
2015-9410-PNG;Drought;Drought;;Papua New Guinea;Melanesia;Kandep district (Enga province), Sirunki city (Lagaip district, Enga province), Mendi, Ialibu, Pangia districts (Southern Highlands province), Tambul district (Western Highlands province), Menyamya district (Morobe province);;;;;;;;;;;;;;;;;;;;
2015-9483-FJI;Drought;Drought;;Fiji;Melanesia;NO DATA: all country selected;El NIno;;Km2;;;2015;9;;2015;10;;;;;67000;;On 2015, drought occurred in NO DATA: all country selected, Fiji, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2015-9483-SLB;Drought;Drought;;Solomon Islands;Melanesia;Bellona, Rennell, Makira;;;Km2;;;2015;;;2015;12;;;;;;;On 2015, drought occurred in Bellona, Rennell, Makira, Solomon Islands, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2015-9483-TON;Drought;Drought;;Tonga;Polynesia;Vava'u, Ha'apai, Tongatapu, Niuafo'ou, Niuatoputapu;El NIno;;Km2;;;2015;8;;2015;12;;;;;;;On 2015, drought occurred in Vava'u, Ha'apai, Tongatapu, Niuafo'ou, Niuatoputapu, Tonga, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2015-9483-WSM;Drought;Drought;;Samoa;Polynesia;Upolu Isl., Savaii Isl.;;;Km2;;;2015;6;;2015;12;;;;;;;On 2015, drought occurred in Upolu Isl., Savaii Isl., Samoa, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2015-9496-MHL;Drought;Drought;;Marshall Islands;Micronesia;;El NIno, low precipitation;;Km2;;;2015;;;2016;5;;;;;21000;6485;On 2015, drought occurred in an unspecified location, Marshall Islands, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2015-9621-PLW;Drought;Drought;;Palau;Micronesia;;Poor rainfall, El Nino;;Km2;;;2015;10;;2016;3;;;;;14200;;On 2015, drought occurred in an unspecified location, Palau, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2016-0004-TON;Storm;Tropical cyclone;Cyclone Ulla;Tonga;Polynesia;Vava'u, Ha'apai islands (Administrative unit not available);;150;Kph;;;2016;1;2;2016;1;2;;;;392;;On January 2, 2016, a magnitude 150 Kph storm occurred in Vava'u, Ha'apai islands (Administrative unit not available), Tonga, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2016-0041-FJI;Storm;Tropical cyclone;Cyclone Winston;Fiji;Melanesia;Savusavu (Cakaudrove district, Northern province, Vanua Levu Isl. and Taveuni Isl.), Bua, Macuata districts (Northern province, Vanua Levu Isl.), Western, Central provinces (Viti Levu, Yasawa, Mamanuca Isl.), Lau district (Eastern province, Vanua Balavu, Nayau Isl.), Lomaiviti district (Eastern province, Koro Isl.);;;Kph;;;2016;2;20;2016;2;21;45;144;;540558;784199;On February 20, 2016, storm occurred in Savusavu (Cakaudrove district, Northern province, Vanua Levu Isl. and Taveuni Isl.), Bua, Macuata districts (Northern province, Vanua Levu Isl.), Western, Central provinces (Viti Levu, Yasawa, Mamanuca Isl.), Lau district (Eastern province, Vanua Balavu, Nayau Isl.), Lomaiviti district (Eastern province, Koro Isl.), Fiji, within the Melanesia subregion. It resulted in 45 deaths, and 144 injuries.;;;
2016-0041-TON;Storm;Tropical cyclone;Cyclone Winston;Tonga;Polynesia;Vavau Isl.;;;Kph;;;2016;2;19;2016;2;19;;;;;;On February 19, 2016, storm occurred in Vavau Isl., Tonga, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2016-0141-FJI;Storm;Tropical cyclone;Tropical cyclone Zena;Fiji;Melanesia;Central, Western provinces (Viti Levu Isl.);;;Kph;;;2016;4;4;2016;4;7;2;;;5000;;On April 4, 2016, storm occurred in Central, Western provinces (Viti Levu Isl.), Fiji, within the Melanesia subregion. It resulted in 2 deaths.;;;
2016-0141-TON;Storm;Tropical cyclone;Tropical cyclone Zena;Tonga;Polynesia;Eua, Tongatapu, Ha'apai, Tongatapu, 'Eua, Vava'u islands (Administrative unit not available);;;Kph;;;2016;4;7;2016;4;7;;;;;;On April 7, 2016, storm occurred in Eua, Tongatapu, Ha'apai, Tongatapu, 'Eua, Vava'u islands (Administrative unit not available), Tonga, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2016-0392-SLB;Epidemic;Viral disease;Dengue;Solomon Islands;Melanesia;Guadalcanal (including Honiara), Malaita, Isabel provinces;;;Vaccinated;;;2016;10;8;2016;11;;15;1212;;13242;;On October 8, 2016, epidemic occurred in Guadalcanal (including Honiara), Malaita, Isabel provinces, Solomon Islands, within the Melanesia subregion. It resulted in 15 deaths, and 1212 injuries.;;;
2016-0483-SLB;Earthquake;Ground movement;;Solomon Islands;Melanesia;Malaita, Makira-Ulawa, Temotu provinces;;7.8;Moment Magnitude;-10.676;161.33;2016;12;8;2016;12;8;;1;;9770;;On December 8, 2016, a magnitude 7.8 Moment Magnitude earthquake occurred in Malaita, Makira-Ulawa, Temotu provinces, Solomon Islands, within the Melanesia subregion. It resulted in 1 injuries.;;;
2016-0528-VUT;Epidemic;Viral disease;Dengue;Vanuatu;Melanesia;Efate, Urban Port vila;;;;;;;;;;;;;;;;;;;;
2016-0579-PNG;Flood;Flood (General);;Papua New Guinea;Melanesia;Jiwaka, Morobe, and Simbu provinces;Heavy rains;;Km2;;;2016;2;;2016;2;;;;;6600;;On 2016, flood occurred in Jiwaka, Morobe, and Simbu provinces, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2016-9495-FSM;Drought;Drought;;Micronesia (Federated States of);Micronesia;Yap, Chuuk regions;;;Km2;;;2016;;;2016;5;;;;;100000;;On 2016, drought occurred in Yap, Chuuk regions, Micronesia (Federated States of), within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2017-0049-PYF;Flood;Flood (General);;French Polynesia;Polynesia;Tahiti, Moorea;;;Km2;;;2017;1;20;2017;1;23;;4;500;5004;2559;On January 20, 2017, flood occurred in Tahiti, Moorea, French Polynesia, within the Polynesia subregion. It resulted in 4 injuries, and 500 people left homeless.;;;
2017-0231-VUT;Storm;Tropical cyclone;Tropical cyclone 'Donna';Vanuatu;Melanesia;Torba, Malampa, Sanma provinces;;215;Kph;;;2017;5;7;2017;5;12;;;;2564;;On May 7, 2017, a magnitude 215 Kph storm occurred in Torba, Malampa, Sanma provinces, Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2017-0394-VUT;Volcanic activity;Ash fall;Mt Monaro;Vanuatu;Melanesia;Ambae, Ni-Vanuatu island;;;;;;2017;9;23;2017;10;2;;;;11000;;On September 23, 2017, volcanic activity occurred in Ambae, Ni-Vanuatu island, Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2018-0017-PNG;Volcanic activity;Volcanic activity (General);;Papua New Guinea;Melanesia;Manot, Taragauo, Dong Sarakbano, Niukatnam, Rumgio (Kadovar islands);;;;;;2018;1;5;2018;1;6;;;;736;;On January 5, 2018, volcanic activity occurred in Manot, Taragauo, Dong Sarakbano, Niukatnam, Rumgio (Kadovar islands), Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2018-0042-TON;Storm;Tropical cyclone;Cyclone Gita;Tonga;Polynesia;Tongatapu, Haapai and Eua islands;;285;Kph;;;2018;2;12;2018;2;13;;;;87000;;On February 12, 2018, a magnitude 285 Kph storm occurred in Tongatapu, Haapai and Eua islands, Tonga, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2018-0042-WSM;Storm;Tropical cyclone;Cyclone Gita;Samoa;Polynesia;;;;Kph;;;2018;2;12;2018;2;12;;;;;;On February 12, 2018, storm occurred in an unspecified location, Samoa, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2018-0055-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;Southern Highlandsand Hela provinces;;7.5;Moment Magnitude;-6.149;142.766;2018;2;26;2018;2;26;145;300;;544300;76203;On February 26, 2018, a magnitude 7.5 Moment Magnitude earthquake occurred in Southern Highlandsand Hela provinces, Papua New Guinea, within the Melanesia subregion. It resulted in 145 deaths, and 300 injuries.;;;
2018-0101-FJI;Storm;Tropical cyclone;Cyclone 'Josie';Fiji;Melanesia;Nadi;;100;Kph;;;2018;4;2;2018;4;2;7;;;89950;12492;On April 2, 2018, a magnitude 100 Kph storm occurred in Nadi, Fiji, within the Melanesia subregion. It resulted in 7 deaths.;;;
2018-0147-VUT;Volcanic activity;Ash fall;Aoba (Manaro Voui);Vanuatu;Melanesia;Ambae;;;;;;2018;3;;2018;5;;;;;6300;;On 2018, volcanic activity occurred in Ambae, Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2018-0194-FJI;Storm;Tropical cyclone;Tropical cyclone 'Keni';Fiji;Melanesia;Sigatoka, Nadi, Lautoka, Ba, Tavua, Rakiraki, Nalawa, Labasa, Suva- Kadavu, Levuka, Savusavu;;;Kph;;;2018;4;9;2018;4;11;;;;89250;62461;On April 9, 2018, storm occurred in Sigatoka, Nadi, Lautoka, Ba, Tavua, Rakiraki, Nalawa, Labasa, Suva- Kadavu, Levuka, Savusavu, Fiji, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
